id,Rings
90918,8
90919,9
90920,12
90921,7
90922,8
90923,10
90924,11
90925,11
90926,10
90927,10
90928,14
90929,13
90930,10
90931,11
90932,14
90933,10
90934,14
90935,9
90936,10
90937,12
90938,9
90939,9
90940,8
90941,8
90942,6
90943,13
90944,7
90945,10
90946,9
90947,11
90948,11
90949,13
90950,11
90951,9
90952,8
90953,7
90954,11
90955,8
90956,8
90957,11
90958,4
90959,7
90960,11
90961,7
90962,11
90963,6
90964,12
90965,6
90966,11
90967,10
90968,12
90969,10
90970,10
90971,8
90972,10
90973,11
90974,9
90975,11
90976,8
90977,8
90978,6
90979,9
90980,9
90981,12
90982,13
90983,4
90984,9
90985,6
90986,14
90987,8
90988,8
90989,12
90990,10
90991,8
90992,5
90993,9
90994,12
90995,7
90996,15
90997,10
90998,7
90999,6
91000,12
91001,7
91002,9
91003,11
91004,10
91005,8
91006,12
91007,8
91008,8
91009,12
91010,10
91011,10
91012,9
91013,11
91014,9
91015,9
91016,7
91017,12
91018,7
91019,11
91020,8
91021,11
91022,8
91023,5
91024,7
91025,12
91026,9
91027,7
91028,12
91029,11
91030,9
91031,8
91032,7
91033,5
91034,10
91035,9
91036,12
91037,7
91038,14
91039,11
91040,9
91041,8
91042,11
91043,11
91044,7
91045,8
91046,8
91047,7
91048,10
91049,10
91050,10
91051,9
91052,11
91053,11
91054,8
91055,7
91056,14
91057,11
91058,16
91059,13
91060,9
91061,8
91062,15
91063,9
91064,10
91065,9
91066,9
91067,9
91068,11
91069,9
91070,8
91071,8
91072,5
91073,6
91074,13
91075,7
91076,12
91077,8
91078,7
91079,7
91080,9
91081,8
91082,10
91083,11
91084,8
91085,12
91086,11
91087,13
91088,9
91089,9
91090,11
91091,9
91092,10
91093,7
91094,7
91095,11
91096,12
91097,16
91098,7
91099,7
91100,10
91101,11
91102,8
91103,9
91104,10
91105,17
91106,12
91107,7
91108,11
91109,12
91110,13
91111,8
91112,8
91113,10
91114,6
91115,10
91116,6
91117,9
91118,7
91119,8
91120,10
91121,9
91122,6
91123,9
91124,14
91125,8
91126,8
91127,6
91128,7
91129,9
91130,9
91131,8
91132,13
91133,11
91134,10
91135,7
91136,10
91137,11
91138,8
91139,9
91140,9
91141,9
91142,11
91143,7
91144,11
91145,13
91146,6
91147,10
91148,13
91149,7
91150,15
91151,11
91152,9
91153,10
91154,8
91155,11
91156,7
91157,12
91158,9
91159,9
91160,9
91161,10
91162,11
91163,6
91164,9
91165,12
91166,10
91167,9
91168,16
91169,9
91170,7
91171,9
91172,9
91173,13
91174,6
91175,9
91176,11
91177,11
91178,5
91179,15
91180,12
91181,9
91182,11
91183,7
91184,7
91185,11
91186,10
91187,9
91188,9
91189,10
91190,6
91191,8
91192,13
91193,8
91194,8
91195,8
91196,8
91197,8
91198,7
91199,7
91200,10
91201,10
91202,13
91203,8
91204,7
91205,17
91206,11
91207,13
91208,11
91209,10
91210,6
91211,10
91212,9
91213,6
91214,13
91215,9
91216,6
91217,8
91218,9
91219,10
91220,10
91221,7
91222,13
91223,11
91224,10
91225,10
91226,12
91227,7
91228,9
91229,10
91230,11
91231,13
91232,7
91233,15
91234,7
91235,9
91236,10
91237,7
91238,8
91239,9
91240,9
91241,12
91242,10
91243,10
91244,13
91245,12
91246,7
91247,9
91248,11
91249,12
91250,7
91251,13
91252,12
91253,8
91254,7
91255,13
91256,10
91257,7
91258,8
91259,15
91260,10
91261,8
91262,9
91263,6
91264,9
91265,7
91266,11
91267,8
91268,7
91269,13
91270,19
91271,7
91272,9
91273,14
91274,10
91275,9
91276,13
91277,11
91278,11
91279,9
91280,9
91281,7
91282,12
91283,10
91284,9
91285,10
91286,8
91287,9
91288,9
91289,9
91290,7
91291,7
91292,18
91293,10
91294,9
91295,14
91296,9
91297,11
91298,16
91299,8
91300,8
91301,9
91302,9
91303,9
91304,11
91305,10
91306,6
91307,9
91308,11
91309,12
91310,12
91311,8
91312,11
91313,10
91314,6
91315,9
91316,7
91317,10
91318,8
91319,7
91320,8
91321,8
91322,5
91323,9
91324,7
91325,7
91326,11
91327,15
91328,10
91329,10
91330,10
91331,9
91332,15
91333,8
91334,10
91335,4
91336,14
91337,11
91338,10
91339,11
91340,8
91341,6
91342,10
91343,7
91344,7
91345,7
91346,8
91347,12
91348,10
91349,10
91350,4
91351,13
91352,9
91353,11
91354,9
91355,8
91356,12
91357,11
91358,17
91359,11
91360,6
91361,10
91362,9
91363,12
91364,9
91365,8
91366,9
91367,11
91368,7
91369,9
91370,11
91371,8
91372,7
91373,11
91374,7
91375,9
91376,9
91377,10
91378,12
91379,7
91380,9
91381,11
91382,4
91383,7
91384,8
91385,11
91386,10
91387,11
91388,12
91389,6
91390,8
91391,8
91392,12
91393,9
91394,10
91395,10
91396,10
91397,12
91398,11
91399,8
91400,7
91401,9
91402,13
91403,5
91404,9
91405,12
91406,14
91407,7
91408,9
91409,12
91410,9
91411,11
91412,13
91413,9
91414,8
91415,9
91416,9
91417,9
91418,12
91419,12
91420,12
91421,10
91422,9
91423,14
91424,7
91425,10
91426,8
91427,9
91428,10
91429,8
91430,15
91431,7
91432,16
91433,7
91434,11
91435,11
91436,12
91437,12
91438,8
91439,13
91440,12
91441,8
91442,10
91443,15
91444,11
91445,10
91446,7
91447,16
91448,7
91449,11
91450,14
91451,13
91452,11
91453,8
91454,10
91455,16
91456,11
91457,6
91458,9
91459,11
91460,10
91461,10
91462,8
91463,11
91464,9
91465,9
91466,10
91467,19
91468,11
91469,13
91470,8
91471,10
91472,4
91473,10
91474,11
91475,10
91476,14
91477,7
91478,9
91479,5
91480,12
91481,15
91482,9
91483,8
91484,6
91485,10
91486,10
91487,9
91488,12
91489,14
91490,11
91491,7
91492,10
91493,7
91494,11
91495,11
91496,10
91497,8
91498,8
91499,9
91500,9
91501,10
91502,11
91503,10
91504,8
91505,8
91506,12
91507,11
91508,9
91509,11
91510,12
91511,11
91512,10
91513,8
91514,8
91515,9
91516,10
91517,4
91518,11
91519,7
91520,7
91521,11
91522,8
91523,11
91524,7
91525,12
91526,8
91527,8
91528,13
91529,10
91530,7
91531,10
91532,15
91533,15
91534,9
91535,9
91536,10
91537,13
91538,8
91539,9
91540,11
91541,9
91542,11
91543,18
91544,9
91545,7
91546,12
91547,9
91548,10
91549,8
91550,9
91551,9
91552,9
91553,10
91554,7
91555,8
91556,6
91557,12
91558,14
91559,8
91560,9
91561,10
91562,10
91563,8
91564,11
91565,13
91566,6
91567,9
91568,11
91569,4
91570,10
91571,9
91572,13
91573,8
91574,10
91575,10
91576,9
91577,11
91578,8
91579,11
91580,11
91581,11
91582,11
91583,9
91584,9
91585,11
91586,12
91587,6
91588,11
91589,6
91590,11
91591,6
91592,7
91593,5
91594,8
91595,8
91596,7
91597,9
91598,11
91599,11
91600,9
91601,7
91602,11
91603,8
91604,10
91605,9
91606,10
91607,9
91608,8
91609,15
91610,10
91611,9
91612,12
91613,10
91614,12
91615,9
91616,9
91617,7
91618,9
91619,10
91620,7
91621,10
91622,9
91623,17
91624,9
91625,6
91626,10
91627,10
91628,11
91629,11
91630,11
91631,8
91632,10
91633,12
91634,8
91635,9
91636,7
91637,12
91638,11
91639,10
91640,9
91641,6
91642,11
91643,9
91644,10
91645,6
91646,6
91647,13
91648,9
91649,10
91650,9
91651,8
91652,10
91653,7
91654,7
91655,14
91656,6
91657,8
91658,6
91659,10
91660,10
91661,9
91662,7
91663,4
91664,10
91665,9
91666,16
91667,6
91668,19
91669,10
91670,7
91671,7
91672,7
91673,11
91674,11
91675,10
91676,9
91677,15
91678,6
91679,10
91680,13
91681,11
91682,8
91683,5
91684,10
91685,7
91686,9
91687,10
91688,17
91689,10
91690,8
91691,5
91692,11
91693,10
91694,10
91695,8
91696,7
91697,9
91698,4
91699,11
91700,8
91701,12
91702,11
91703,11
91704,8
91705,8
91706,9
91707,10
91708,11
91709,12
91710,10
91711,16
91712,11
91713,14
91714,14
91715,10
91716,13
91717,12
91718,10
91719,14
91720,10
91721,11
91722,9
91723,15
91724,7
91725,13
91726,8
91727,5
91728,9
91729,13
91730,10
91731,16
91732,7
91733,12
91734,12
91735,8
91736,6
91737,8
91738,9
91739,11
91740,13
91741,10
91742,10
91743,8
91744,10
91745,8
91746,12
91747,8
91748,12
91749,15
91750,9
91751,6
91752,6
91753,7
91754,11
91755,8
91756,10
91757,11
91758,10
91759,11
91760,14
91761,8
91762,10
91763,5
91764,11
91765,10
91766,8
91767,8
91768,11
91769,13
91770,7
91771,14
91772,9
91773,9
91774,12
91775,6
91776,11
91777,4
91778,15
91779,9
91780,7
91781,9
91782,13
91783,10
91784,8
91785,12
91786,9
91787,12
91788,12
91789,9
91790,11
91791,7
91792,6
91793,10
91794,10
91795,17
91796,7
91797,15
91798,8
91799,14
91800,11
91801,9
91802,11
91803,6
91804,7
91805,14
91806,8
91807,6
91808,10
91809,11
91810,13
91811,11
91812,7
91813,8
91814,11
91815,10
91816,9
91817,7
91818,7
91819,6
91820,9
91821,6
91822,10
91823,13
91824,7
91825,9
91826,8
91827,10
91828,9
91829,12
91830,7
91831,9
91832,7
91833,10
91834,10
91835,6
91836,8
91837,9
91838,9
91839,12
91840,8
91841,10
91842,7
91843,12
91844,5
91845,12
91846,10
91847,7
91848,10
91849,15
91850,9
91851,11
91852,15
91853,10
91854,7
91855,9
91856,8
91857,8
91858,9
91859,9
91860,9
91861,8
91862,9
91863,7
91864,4
91865,12
91866,7
91867,10
91868,9
91869,9
91870,11
91871,11
91872,5
91873,13
91874,10
91875,6
91876,9
91877,8
91878,10
91879,7
91880,11
91881,9
91882,15
91883,16
91884,9
91885,6
91886,6
91887,8
91888,9
91889,12
91890,10
91891,12
91892,5
91893,9
91894,7
91895,11
91896,9
91897,11
91898,9
91899,14
91900,7
91901,9
91902,8
91903,7
91904,11
91905,14
91906,17
91907,11
91908,10
91909,7
91910,15
91911,11
91912,8
91913,8
91914,7
91915,9
91916,10
91917,12
91918,7
91919,9
91920,7
91921,10
91922,13
91923,5
91924,12
91925,12
91926,13
91927,9
91928,7
91929,10
91930,10
91931,14
91932,10
91933,7
91934,8
91935,9
91936,12
91937,11
91938,10
91939,8
91940,15
91941,11
91942,10
91943,12
91944,8
91945,10
91946,10
91947,10
91948,10
91949,10
91950,11
91951,8
91952,8
91953,10
91954,12
91955,6
91956,9
91957,13
91958,10
91959,7
91960,9
91961,8
91962,9
91963,10
91964,11
91965,14
91966,12
91967,7
91968,15
91969,7
91970,9
91971,12
91972,10
91973,11
91974,9
91975,8
91976,9
91977,11
91978,9
91979,8
91980,7
91981,9
91982,9
91983,7
91984,7
91985,6
91986,10
91987,8
91988,7
91989,8
91990,9
91991,8
91992,12
91993,16
91994,5
91995,9
91996,11
91997,11
91998,9
91999,9
92000,8
92001,12
92002,10
92003,10
92004,9
92005,6
92006,10
92007,11
92008,10
92009,9
92010,7
92011,8
92012,12
92013,8
92014,9
92015,7
92016,11
92017,8
92018,15
92019,11
92020,9
92021,8
92022,9
92023,12
92024,12
92025,15
92026,9
92027,5
92028,6
92029,12
92030,11
92031,8
92032,7
92033,10
92034,7
92035,10
92036,10
92037,7
92038,7
92039,10
92040,8
92041,8
92042,10
92043,13
92044,9
92045,5
92046,17
92047,10
92048,9
92049,9
92050,10
92051,7
92052,12
92053,11
92054,7
92055,10
92056,12
92057,10
92058,14
92059,8
92060,9
92061,9
92062,8
92063,7
92064,15
92065,13
92066,10
92067,5
92068,12
92069,9
92070,11
92071,12
92072,8
92073,7
92074,13
92075,9
92076,12
92077,9
92078,12
92079,9
92080,8
92081,9
92082,11
92083,11
92084,11
92085,8
92086,11
92087,5
92088,7
92089,9
92090,19
92091,7
92092,8
92093,8
92094,9
92095,8
92096,12
92097,12
92098,8
92099,11
92100,12
92101,9
92102,12
92103,5
92104,12
92105,8
92106,13
92107,5
92108,11
92109,15
92110,7
92111,13
92112,6
92113,7
92114,10
92115,10
92116,11
92117,9
92118,13
92119,6
92120,6
92121,9
92122,10
92123,11
92124,12
92125,13
92126,9
92127,8
92128,6
92129,7
92130,7
92131,7
92132,10
92133,8
92134,14
92135,6
92136,8
92137,7
92138,6
92139,11
92140,7
92141,6
92142,10
92143,7
92144,8
92145,9
92146,9
92147,7
92148,10
92149,16
92150,9
92151,9
92152,13
92153,8
92154,14
92155,17
92156,8
92157,8
92158,9
92159,13
92160,7
92161,16
92162,6
92163,11
92164,11
92165,12
92166,10
92167,15
92168,8
92169,12
92170,8
92171,14
92172,8
92173,11
92174,11
92175,7
92176,8
92177,9
92178,13
92179,9
92180,8
92181,10
92182,9
92183,7
92184,12
92185,16
92186,13
92187,12
92188,7
92189,5
92190,9
92191,8
92192,11
92193,7
92194,9
92195,5
92196,9
92197,7
92198,9
92199,9
92200,13
92201,13
92202,8
92203,10
92204,11
92205,8
92206,14
92207,10
92208,5
92209,9
92210,9
92211,8
92212,9
92213,14
92214,9
92215,10
92216,10
92217,6
92218,6
92219,8
92220,10
92221,10
92222,10
92223,8
92224,10
92225,9
92226,10
92227,10
92228,11
92229,7
92230,11
92231,10
92232,19
92233,13
92234,5
92235,11
92236,12
92237,10
92238,8
92239,7
92240,10
92241,9
92242,12
92243,9
92244,11
92245,9
92246,9
92247,13
92248,9
92249,7
92250,10
92251,9
92252,10
92253,7
92254,5
92255,8
92256,8
92257,11
92258,11
92259,9
92260,11
92261,10
92262,10
92263,13
92264,8
92265,8
92266,10
92267,7
92268,12
92269,12
92270,8
92271,7
92272,14
92273,13
92274,13
92275,17
92276,12
92277,9
92278,13
92279,9
92280,5
92281,13
92282,9
92283,9
92284,7
92285,8
92286,11
92287,9
92288,5
92289,8
92290,6
92291,6
92292,9
92293,9
92294,15
92295,11
92296,10
92297,6
92298,12
92299,11
92300,10
92301,8
92302,5
92303,9
92304,11
92305,9
92306,14
92307,8
92308,12
92309,10
92310,10
92311,5
92312,11
92313,8
92314,13
92315,9
92316,6
92317,7
92318,8
92319,5
92320,5
92321,8
92322,8
92323,7
92324,12
92325,9
92326,7
92327,10
92328,7
92329,8
92330,9
92331,10
92332,11
92333,12
92334,12
92335,8
92336,7
92337,4
92338,13
92339,9
92340,8
92341,7
92342,17
92343,7
92344,6
92345,8
92346,8
92347,12
92348,15
92349,8
92350,6
92351,12
92352,11
92353,9
92354,8
92355,14
92356,6
92357,9
92358,10
92359,9
92360,13
92361,13
92362,12
92363,12
92364,7
92365,10
92366,9
92367,8
92368,12
92369,8
92370,11
92371,10
92372,9
92373,11
92374,5
92375,7
92376,11
92377,12
92378,10
92379,13
92380,8
92381,5
92382,10
92383,15
92384,15
92385,7
92386,9
92387,5
92388,6
92389,6
92390,8
92391,8
92392,10
92393,5
92394,5
92395,16
92396,6
92397,15
92398,9
92399,6
92400,14
92401,8
92402,5
92403,8
92404,8
92405,15
92406,13
92407,5
92408,8
92409,12
92410,10
92411,9
92412,12
92413,9
92414,11
92415,8
92416,12
92417,10
92418,12
92419,13
92420,11
92421,9
92422,7
92423,14
92424,10
92425,6
92426,9
92427,10
92428,10
92429,11
92430,9
92431,14
92432,11
92433,9
92434,8
92435,8
92436,10
92437,4
92438,14
92439,9
92440,5
92441,9
92442,9
92443,10
92444,10
92445,7
92446,9
92447,7
92448,9
92449,9
92450,16
92451,11
92452,11
92453,8
92454,11
92455,12
92456,10
92457,10
92458,10
92459,8
92460,10
92461,9
92462,13
92463,12
92464,10
92465,9
92466,13
92467,15
92468,9
92469,9
92470,10
92471,8
92472,11
92473,9
92474,11
92475,9
92476,9
92477,8
92478,14
92479,7
92480,10
92481,8
92482,12
92483,8
92484,9
92485,11
92486,15
92487,10
92488,7
92489,8
92490,12
92491,10
92492,11
92493,6
92494,15
92495,7
92496,5
92497,9
92498,5
92499,6
92500,9
92501,7
92502,11
92503,10
92504,9
92505,10
92506,13
92507,9
92508,12
92509,9
92510,11
92511,17
92512,15
92513,9
92514,9
92515,17
92516,6
92517,8
92518,9
92519,10
92520,8
92521,9
92522,11
92523,8
92524,11
92525,9
92526,9
92527,9
92528,8
92529,11
92530,12
92531,7
92532,8
92533,7
92534,15
92535,11
92536,10
92537,10
92538,7
92539,10
92540,9
92541,9
92542,11
92543,15
92544,10
92545,12
92546,13
92547,10
92548,4
92549,9
92550,11
92551,9
92552,10
92553,9
92554,7
92555,10
92556,10
92557,13
92558,12
92559,11
92560,15
92561,11
92562,9
92563,10
92564,12
92565,8
92566,11
92567,9
92568,11
92569,7
92570,7
92571,16
92572,10
92573,10
92574,10
92575,5
92576,8
92577,11
92578,9
92579,6
92580,7
92581,12
92582,10
92583,8
92584,6
92585,10
92586,7
92587,11
92588,10
92589,15
92590,9
92591,13
92592,11
92593,9
92594,14
92595,10
92596,9
92597,11
92598,8
92599,9
92600,6
92601,11
92602,6
92603,8
92604,8
92605,4
92606,15
92607,6
92608,11
92609,9
92610,16
92611,11
92612,7
92613,7
92614,10
92615,13
92616,10
92617,11
92618,10
92619,11
92620,14
92621,9
92622,12
92623,8
92624,9
92625,8
92626,13
92627,11
92628,9
92629,8
92630,8
92631,8
92632,12
92633,10
92634,10
92635,7
92636,10
92637,8
92638,12
92639,15
92640,10
92641,7
92642,9
92643,7
92644,14
92645,7
92646,7
92647,10
92648,16
92649,10
92650,10
92651,16
92652,9
92653,15
92654,7
92655,9
92656,10
92657,8
92658,6
92659,4
92660,9
92661,7
92662,11
92663,9
92664,11
92665,9
92666,6
92667,13
92668,11
92669,11
92670,10
92671,8
92672,10
92673,11
92674,6
92675,15
92676,10
92677,9
92678,7
92679,7
92680,4
92681,12
92682,7
92683,8
92684,8
92685,10
92686,11
92687,6
92688,13
92689,11
92690,7
92691,8
92692,11
92693,5
92694,15
92695,9
92696,14
92697,9
92698,4
92699,7
92700,6
92701,12
92702,9
92703,9
92704,11
92705,12
92706,8
92707,11
92708,9
92709,9
92710,11
92711,7
92712,6
92713,10
92714,9
92715,9
92716,11
92717,12
92718,9
92719,12
92720,9
92721,7
92722,18
92723,10
92724,7
92725,7
92726,9
92727,10
92728,16
92729,10
92730,12
92731,12
92732,13
92733,15
92734,10
92735,7
92736,10
92737,11
92738,9
92739,8
92740,9
92741,7
92742,11
92743,10
92744,4
92745,10
92746,10
92747,11
92748,10
92749,8
92750,8
92751,10
92752,9
92753,4
92754,7
92755,15
92756,8
92757,7
92758,6
92759,10
92760,9
92761,12
92762,10
92763,12
92764,5
92765,6
92766,8
92767,12
92768,8
92769,10
92770,8
92771,10
92772,9
92773,7
92774,8
92775,8
92776,8
92777,9
92778,9
92779,14
92780,9
92781,11
92782,11
92783,10
92784,10
92785,16
92786,9
92787,11
92788,8
92789,14
92790,12
92791,12
92792,10
92793,7
92794,9
92795,9
92796,11
92797,8
92798,9
92799,6
92800,9
92801,12
92802,10
92803,11
92804,8
92805,9
92806,12
92807,14
92808,7
92809,10
92810,8
92811,6
92812,8
92813,10
92814,11
92815,10
92816,6
92817,7
92818,7
92819,9
92820,11
92821,12
92822,11
92823,8
92824,9
92825,10
92826,9
92827,10
92828,9
92829,8
92830,14
92831,15
92832,5
92833,8
92834,14
92835,10
92836,10
92837,10
92838,8
92839,11
92840,6
92841,9
92842,7
92843,8
92844,11
92845,5
92846,9
92847,9
92848,6
92849,11
92850,8
92851,6
92852,6
92853,10
92854,11
92855,9
92856,8
92857,7
92858,6
92859,9
92860,10
92861,9
92862,8
92863,7
92864,10
92865,7
92866,12
92867,10
92868,6
92869,8
92870,11
92871,5
92872,9
92873,5
92874,7
92875,9
92876,5
92877,14
92878,10
92879,11
92880,9
92881,6
92882,8
92883,10
92884,10
92885,8
92886,4
92887,12
92888,10
92889,6
92890,9
92891,11
92892,12
92893,9
92894,9
92895,10
92896,8
92897,9
92898,11
92899,10
92900,7
92901,8
92902,12
92903,12
92904,15
92905,12
92906,8
92907,9
92908,8
92909,10
92910,7
92911,7
92912,7
92913,8
92914,9
92915,10
92916,8
92917,4
92918,8
92919,7
92920,7
92921,8
92922,13
92923,8
92924,10
92925,12
92926,16
92927,9
92928,13
92929,12
92930,10
92931,8
92932,8
92933,6
92934,11
92935,10
92936,18
92937,14
92938,9
92939,5
92940,10
92941,6
92942,9
92943,12
92944,7
92945,11
92946,9
92947,9
92948,7
92949,11
92950,7
92951,6
92952,11
92953,7
92954,13
92955,7
92956,15
92957,10
92958,7
92959,7
92960,13
92961,7
92962,11
92963,8
92964,13
92965,8
92966,9
92967,7
92968,10
92969,4
92970,12
92971,11
92972,12
92973,13
92974,10
92975,14
92976,7
92977,12
92978,9
92979,10
92980,11
92981,10
92982,10
92983,15
92984,10
92985,10
92986,5
92987,9
92988,8
92989,8
92990,12
92991,10
92992,10
92993,8
92994,9
92995,8
92996,9
92997,9
92998,17
92999,9
93000,12
93001,6
93002,15
93003,8
93004,10
93005,11
93006,11
93007,10
93008,11
93009,13
93010,8
93011,8
93012,10
93013,9
93014,5
93015,7
93016,8
93017,11
93018,13
93019,6
93020,9
93021,9
93022,11
93023,5
93024,8
93025,9
93026,13
93027,7
93028,13
93029,8
93030,16
93031,12
93032,18
93033,10
93034,8
93035,12
93036,16
93037,8
93038,8
93039,5
93040,15
93041,11
93042,12
93043,9
93044,8
93045,10
93046,8
93047,6
93048,11
93049,9
93050,9
93051,8
93052,12
93053,12
93054,9
93055,6
93056,9
93057,12
93058,10
93059,8
93060,15
93061,13
93062,10
93063,11
93064,7
93065,13
93066,13
93067,4
93068,8
93069,8
93070,14
93071,10
93072,11
93073,11
93074,10
93075,12
93076,11
93077,9
93078,10
93079,7
93080,13
93081,10
93082,8
93083,9
93084,10
93085,11
93086,7
93087,5
93088,9
93089,7
93090,11
93091,11
93092,9
93093,7
93094,4
93095,9
93096,10
93097,7
93098,6
93099,9
93100,9
93101,10
93102,8
93103,9
93104,10
93105,10
93106,9
93107,7
93108,10
93109,8
93110,10
93111,15
93112,9
93113,9
93114,9
93115,13
93116,11
93117,14
93118,10
93119,12
93120,13
93121,10
93122,9
93123,11
93124,10
93125,9
93126,9
93127,12
93128,9
93129,11
93130,9
93131,13
93132,10
93133,16
93134,11
93135,14
93136,7
93137,10
93138,10
93139,8
93140,10
93141,7
93142,12
93143,11
93144,7
93145,9
93146,6
93147,10
93148,10
93149,10
93150,7
93151,10
93152,11
93153,11
93154,8
93155,10
93156,11
93157,8
93158,7
93159,9
93160,9
93161,8
93162,8
93163,9
93164,7
93165,6
93166,7
93167,14
93168,10
93169,10
93170,8
93171,10
93172,14
93173,17
93174,12
93175,11
93176,11
93177,8
93178,12
93179,11
93180,10
93181,10
93182,5
93183,13
93184,6
93185,7
93186,11
93187,5
93188,10
93189,11
93190,15
93191,10
93192,7
93193,8
93194,10
93195,11
93196,12
93197,11
93198,14
93199,16
93200,14
93201,8
93202,10
93203,7
93204,7
93205,8
93206,10
93207,8
93208,11
93209,7
93210,15
93211,11
93212,9
93213,5
93214,4
93215,9
93216,9
93217,10
93218,8
93219,9
93220,7
93221,13
93222,11
93223,12
93224,10
93225,10
93226,12
93227,11
93228,10
93229,9
93230,12
93231,6
93232,10
93233,8
93234,10
93235,8
93236,14
93237,7
93238,10
93239,7
93240,11
93241,11
93242,15
93243,10
93244,10
93245,9
93246,10
93247,10
93248,11
93249,9
93250,10
93251,8
93252,8
93253,8
93254,12
93255,10
93256,8
93257,16
93258,6
93259,8
93260,8
93261,12
93262,9
93263,16
93264,13
93265,7
93266,10
93267,9
93268,8
93269,11
93270,9
93271,8
93272,11
93273,10
93274,8
93275,10
93276,8
93277,9
93278,12
93279,13
93280,11
93281,9
93282,13
93283,11
93284,7
93285,6
93286,12
93287,11
93288,9
93289,12
93290,17
93291,16
93292,9
93293,12
93294,9
93295,6
93296,12
93297,11
93298,10
93299,8
93300,11
93301,9
93302,6
93303,13
93304,9
93305,8
93306,10
93307,11
93308,10
93309,7
93310,15
93311,8
93312,8
93313,7
93314,9
93315,15
93316,10
93317,14
93318,10
93319,5
93320,7
93321,10
93322,7
93323,10
93324,9
93325,10
93326,8
93327,9
93328,9
93329,11
93330,8
93331,9
93332,11
93333,10
93334,6
93335,10
93336,12
93337,10
93338,10
93339,14
93340,5
93341,12
93342,7
93343,7
93344,7
93345,12
93346,11
93347,10
93348,11
93349,13
93350,8
93351,9
93352,11
93353,8
93354,7
93355,10
93356,11
93357,10
93358,7
93359,7
93360,12
93361,8
93362,10
93363,14
93364,14
93365,10
93366,13
93367,8
93368,10
93369,5
93370,10
93371,9
93372,9
93373,8
93374,7
93375,11
93376,8
93377,6
93378,9
93379,10
93380,7
93381,11
93382,8
93383,7
93384,12
93385,9
93386,7
93387,9
93388,10
93389,9
93390,8
93391,9
93392,6
93393,8
93394,8
93395,6
93396,9
93397,8
93398,7
93399,9
93400,10
93401,8
93402,9
93403,8
93404,9
93405,10
93406,11
93407,11
93408,9
93409,10
93410,7
93411,12
